4.827642440795898438e-02,-2.740000000000000213e+00,2.290000000000000091e-01,6.503906250000000000e+00
9.626388549804687500e-02,-1.299000000000000021e+01,1.832000000000000073e+00,6.943359375000000000e+00
1.442587375640869141e-01,-1.221000000000000085e+01,4.121999999999999886e+00,8.085937500000000000e+00
1.922361850738525391e-01,-9.279999999999999361e+00,5.267000000000000348e+00,9.580078125000000000e+00
2.402453422546386719e-01,-9.609999999999999432e+00,5.725000000000000533e+00,1.125000000000000000e+01
2.882459163665771484e-01,-9.039999999999999147e+00,5.725000000000000533e+00,1.291992187500000000e+01
3.362443447113037109e-01,-1.210999999999999943e+01,5.496000000000000441e+00,1.458984375000000000e+01
3.849167823791503906e-01,-1.082000000000000028e+01,5.267000000000000348e+00,1.608398437500000000e+01
4.327702522277832031e-01,-8.339999999999999858e+00,4.580000000000000071e+00,1.749023437500000000e+01
4.808917045593261719e-01,-1.541000000000000014e+01,4.580000000000000071e+00,1.889648437500000000e+01
5.288650989532470703e-01,-1.603999999999999915e+01,4.350999999999999979e+00,2.021484375000000000e+01
5.768899917602539062e-01,-1.272000000000000064e+01,4.121999999999999886e+00,2.144531250000000000e+01
6.249303817749023438e-01,-1.325000000000000000e+01,3.664000000000000146e+00,2.250000000000000000e+01
6.728644371032714844e-01,-1.521000000000000085e+01,3.205999999999999961e+00,2.346679687500000000e+01
7.208051681518554688e-01,-1.230000000000000071e+01,2.977000000000000313e+00,2.434570312500000000e+01
7.689681053161621094e-01,-1.269999999999999929e+01,2.519000000000000128e+00,2.513671875000000000e+01
8.169212341308593750e-01,-7.129999999999999893e+00,1.832000000000000073e+00,2.575195312500000000e+01
8.646759986877441406e-01,-8.820000000000000284e+00,1.145000000000000018e+00,2.610351562500000000e+01
9.127323627471923828e-01,-6.589999999999999858e+00,6.870000000000000551e-01,2.636718750000000000e+01
9.608037471771240234e-01,-6.370000000000000107e+00,4.580000000000000182e-01,2.663085937500000000e+01
1.008357048034667969e+00,-4.450000000000000178e+00,2.290000000000000091e-01,2.671875000000000000e+01
1.056303977966308594e+00,-3.330000000000000071e+00,0.000000000000000000e+00,2.671875000000000000e+01
1.104236602783203125e+00,5.500000000000000444e-01,-6.870000000000000551e-01,2.654296875000000000e+01
1.152220964431762695e+00,5.400000000000000355e-01,-1.374000000000000110e+00,2.610351562500000000e+01
1.200232028961181641e+00,7.600000000000000089e-01,-1.602999999999999980e+00,2.557617187500000000e+01
1.248238086700439453e+00,3.830000000000000071e+00,-2.290000000000000036e+00,2.496093750000000000e+01
1.296238660812377930e+00,4.429999999999999716e+00,-2.748000000000000220e+00,2.408203125000000000e+01
1.344239234924316406e+00,5.070000000000000284e+00,-3.435000000000000053e+00,2.311523437500000000e+01
1.392252206802368164e+00,4.639999999999999680e+00,-3.435000000000000053e+00,2.206054687500000000e+01
1.440263032913208008e+00,8.890000000000000568e+00,-3.893000000000000238e+00,2.091796875000000000e+01
1.488239526748657227e+00,9.470000000000000639e+00,-4.580000000000000071e+00,1.959960937500000000e+01
1.536238431930541992e+00,8.619999999999999218e+00,-4.580000000000000071e+00,1.819335937500000000e+01
1.584230661392211914e+00,1.049000000000000021e+01,-4.809000000000000163e+00,1.678710937500000000e+01
1.632233142852783203e+00,1.046000000000000085e+01,-5.267000000000000348e+00,1.529296875000000000e+01
1.680217504501342773e+00,1.033000000000000007e+01,-5.496000000000000441e+00,1.362304687500000000e+01
1.728235006332397461e+00,8.220000000000000639e+00,-5.496000000000000441e+00,1.204101562500000000e+01
1.776226520538330078e+00,9.619999999999999218e+00,-5.725000000000000533e+00,1.037109375000000000e+01
1.824249982833862305e+00,1.023000000000000043e+01,-6.182999999999999829e+00,8.525390625000000000e+00
1.872249364852905273e+00,8.400000000000000355e+00,-5.954000000000000625e+00,6.855468750000000000e+00
1.920237541198730469e+00,1.061999999999999922e+01,-5.725000000000000533e+00,5.185546875000000000e+00
1.968240976333618164e+00,1.344999999999999929e+01,-5.496000000000000441e+00,3.515625000000000000e+00
2.016216754913330078e+00,1.530000000000000071e+01,-5.496000000000000441e+00,1.845703125000000000e+00
2.064238309860229492e+00,1.712000000000000099e+01,-5.725000000000000533e+00,1.757812500000000000e-01
2.112236261367797852e+00,1.603999999999999915e+01,-5.267000000000000348e+00,-1.318359375000000000e+00
2.160224437713623047e+00,2.121999999999999886e+01,-4.809000000000000163e+00,-2.812500000000000000e+00
2.208207845687866211e+00,2.251000000000000156e+01,-4.809000000000000163e+00,-4.306640625000000000e+00
2.256222486495971680e+00,1.851999999999999957e+01,-4.350999999999999979e+00,-5.625000000000000000e+00
2.304228067398071289e+00,2.401999999999999957e+01,-4.121999999999999886e+00,-6.855468750000000000e+00
2.352220773696899414e+00,2.389999999999999858e+01,-3.893000000000000238e+00,-7.998046875000000000e+00
2.400289058685302734e+00,2.187000000000000099e+01,-3.435000000000000053e+00,-8.964843750000000000e+00
2.448296785354614258e+00,2.194999999999999929e+01,-3.205999999999999961e+00,-9.931640625000000000e+00
2.496314525604248047e+00,1.933999999999999986e+01,-2.519000000000000128e+00,-1.063476562500000000e+01
2.544303417205810547e+00,2.162999999999999901e+01,-1.832000000000000073e+00,-1.133789062500000000e+01
2.592204570770263672e+00,1.942000000000000171e+01,-1.374000000000000110e+00,-1.177734375000000000e+01
2.640226125717163086e+00,1.846000000000000085e+01,-9.160000000000000364e-01,-1.212890625000000000e+01
2.688208341598510742e+00,1.928999999999999915e+01,-2.290000000000000091e-01,-1.230468750000000000e+01
